date,averagePrice,totalBags,type,year
2015-05-03,0.77,111724.32,conventional,2015
2015-04-26,0.81,102359.29,conventional,2015
2015-04-19,0.8,102270.38,conventional,2015
2015-04-12,0.72,94370.85,conventional,2015
2015-04-05,0.77,120093.08,conventional,2015
2015-03-29,0.79,109584.41,conventional,2015
2015-03-22,0.67,98562.51,conventional,2015
2015-03-15,0.72,102495.19,conventional,2015
2015-03-08,0.75,111142.58,conventional,2015
2015-03-01,0.82,107972.3,conventional,2015
2015-02-22,0.8,102738.51,conventional,2015
2015-02-15,0.77,82586.46,conventional,2015
2015-02-08,0.67,80177.93,conventional,2015
2015-02-01,0.68,90804.99,conventional,2015
2015-01-25,0.8,78188.26,conventional,2015
2015-01-18,0.76,74805.23,conventional,2015
2015-01-11,0.76,87684.88,conventional,2015
2015-01-04,0.74,89330.21,conventional,2015
2015-12-27,0.98,266590.08,conventional,2015
2015-12-20,1.05,202799.96,conventional,2015
2015-12-13,0.83,294366.5,conventional,2015
2015-12-06,0.76,340033.61,conventional,2015
2015-11-29,1.12,149739.49,conventional,2015
2015-11-22,0.85,282805.93,conventional,2015
2015-11-15,0.82,378320.36,conventional,2015
2015-11-08,0.93,209920.36,conventional,2015
2015-11-01,0.82,237105.47,conventional,2015
2015-10-25,0.93,223824.71,conventional,2015
2015-10-18,0.87,239193.51,conventional,2015
2015-10-11,0.9,216495.03,conventional,2015
2015-10-04,1.02,184827.7,conventional,2015
2015-09-27,0.97,173509.24,conventional,2015
2015-09-20,0.98,187898.66,conventional,2015
2015-09-13,1.01,149626.22,conventional,2015
2015-09-06,1.09,151435.78,conventional,2015
2015-08-30,1.14,161467.42,conventional,2015
2015-08-23,1.2,123397.31,conventional,2015
2015-08-16,1.17,123499.57,conventional,2015
2015-08-09,1.09,136451.77,conventional,2015
2015-08-02,1.05,134187.27,conventional,2015
2015-07-26,1.18,162596.91,conventional,2015
2015-07-19,1.1,208462.46,conventional,2015
2015-07-12,1.18,169338.72,conventional,2015
2015-07-05,1.19,142805.6,conventional,2015
2015-06-28,1.2,153136.3,conventional,2015
2015-06-21,1.16,128296.93,conventional,2015
2015-06-14,1.16,129731.23,conventional,2015
2015-06-07,1.11,158078.11,conventional,2015
2015-05-31,1.26,88434.22,conventional,2015
2015-05-24,1.16,70664.14,conventional,2015
2015-05-17,1.21,113999.04,conventional,2015
2015-05-10,1.08,115631.98,conventional,2015
2015-05-03,1.01,97967.31,conventional,2015
2015-04-26,1.19,72694.91,conventional,2015
2015-04-19,1.08,116877.94,conventional,2015
2015-04-12,1.05,98979.25,conventional,2015
2015-04-05,1.19,86002.58,conventional,2015
2015-03-29,1.11,90116.63,conventional,2015
2015-03-22,1.15,82484.5,conventional,2015
2015-03-15,1.03,93526.66,conventional,2015
2015-03-08,1.03,102365.18,conventional,2015
2015-03-01,1.03,75911.22,conventional,2015
2015-02-22,1.0,156112.59,conventional,2015
2015-02-15,1.12,100261.58,conventional,2015
2015-02-08,0.95,141257.84,conventional,2015
2015-02-01,0.93,158602.93,conventional,2015
2015-01-25,1.02,127364.97,conventional,2015
2015-01-18,0.99,151308.9,conventional,2015
2015-01-11,1.09,122524.21,conventional,2015
2015-01-04,0.99,115559.9,conventional,2015
2015-12-27,1.08,62067.48,conventional,2015
2015-12-20,1.1,51805.83,conventional,2015
2015-12-13,1.05,57504.44,conventional,2015
2015-12-06,0.98,54242.79,conventional,2015
2015-11-29,1.11,42282.8,conventional,2015
2015-11-22,1.09,55653.33,conventional,2015
2015-11-15,1.1,72836.93,conventional,2015
2015-11-08,1.03,53703.17,conventional,2015
2015-11-01,1.04,56532.65,conventional,2015
2015-10-25,1.17,42762.15,conventional,2015
2015-10-18,0.97,70322.58,conventional,2015
2015-10-11,0.99,73877.49,conventional,2015
2015-10-04,1.1,54175.41,conventional,2015
2015-09-27,1.17,46419.67,conventional,2015
2015-09-20,1.0,60966.23,conventional,2015
2015-09-13,1.03,70173.13,conventional,2015
2015-09-06,1.09,61933.21,conventional,2015
2015-08-30,0.96,68937.09,conventional,2015
2015-08-23,1.11,55181.73,conventional,2015
2015-08-16,0.97,74575.51,conventional,2015
2015-08-09,1.07,67447.96,conventional,2015
2015-08-02,1.04,72591.34,conventional,2015
2015-07-26,0.99,105548.2,conventional,2015
2015-07-19,1.04,73481.26,conventional,2015
2015-07-12,1.02,82776.4,conventional,2015
2015-07-05,1.06,74583.1,conventional,2015
2015-06-28,1.0,115728.27,conventional,2015
2015-06-21,0.97,82434.57,conventional,2015
2015-06-14,1.04,86444.91,conventional,2015
2015-06-07,0.97,76377.86,conventional,2015
2015-05-31,1.09,80020.07,conventional,2015
2015-05-24,1.03,98619.41,conventional,2015
2015-05-17,0.95,65900.89,conventional,2015
2015-05-10,1.11,91797.23,conventional,2015
2015-05-03,1.06,66858.29,conventional,2015
2015-04-26,1.01,100217.05,conventional,2015
2015-04-19,0.96,81262.16,conventional,2015
2015-04-12,1.02,107068.62,conventional,2015
2015-04-05,1.11,69389.45,conventional,2015
2015-03-29,0.97,116730.39,conventional,2015
2015-03-22,0.97,63171.07,conventional,2015
2015-03-15,1.13,67078.32,conventional,2015
2015-03-08,1.01,104569.21,conventional,2015
2015-03-01,0.97,69072.83,conventional,2015
2015-02-22,1.15,70506.75,conventional,2015
2015-02-15,1.16,82193.26,conventional,2015
2015-02-08,1.11,61772.96,conventional,2015
2015-02-01,0.92,70681.78,conventional,2015
2015-01-25,1.19,73764.25,conventional,2015
2015-01-18,1.1,94985.22,conventional,2015
2015-01-11,1.08,56696.63,conventional,2015
2015-01-04,1.01,56132.13,conventional,2015
2015-12-27,1.13,37856.64,conventional,2015
2015-12-20,1.13,35160.73,conventional,2015
2015-12-13,1.24,40989.06,conventional,2015
2015-12-06,0.93,32057.78,conventional,2015
2015-11-29,1.12,30728.58,conventional,2015
2015-11-22,1.11,36725.69,conventional,2015
2015-11-15,1.2,48756.23,conventional,2015
2015-11-08,0.93,36853.5,conventional,2015
2015-11-01,0.91,45973.75,conventional,2015
2015-10-25,1.14,35155.6,conventional,2015
2015-10-18,0.94,45134.39,conventional,2015
2015-10-11,0.97,39487.65,conventional,2015
2015-10-04,0.99,36660.84,conventional,2015
2015-09-27,1.15,34572.59,conventional,2015
2015-09-20,0.88,53745.61,conventional,2015
2015-09-13,0.95,51809.03,conventional,2015
2015-09-06,1.09,48654.83,conventional,2015
2015-08-30,0.91,53915.89,conventional,2015
2015-08-23,1.28,45548.13,conventional,2015
2015-08-16,0.89,65762.77,conventional,2015
2015-08-09,1.08,52956.51,conventional,2015
2015-08-02,1.05,59731.09,conventional,2015
2015-07-26,1.12,74652.44,conventional,2015
2015-07-19,1.05,61454.75,conventional,2015
2015-07-12,1.19,72569.86,conventional,2015
2015-07-05,1.16,55789.84,conventional,2015
2015-06-28,1.1,87927.29,conventional,2015
2015-06-21,0.96,62515.24,conventional,2015
2015-06-14,1.07,71614.68,conventional,2015
2015-06-07,1.14,61035.0,conventional,2015
2015-05-31,1.31,67038.66,conventional,2015
2015-05-24,1.3,73748.18,conventional,2015
2015-05-17,0.97,56626.26,conventional,2015
2015-05-10,1.36,63493.67,conventional,2015
2015-05-03,1.06,48803.19,conventional,2015
2015-04-26,1.09,73116.36,conventional,2015
2015-04-19,0.93,72777.59,conventional,2015
2015-04-12,1.13,72097.04,conventional,2015
2015-04-05,1.22,55701.88,conventional,2015
2015-03-29,1.11,81048.91,conventional,2015
2015-03-22,0.91,59636.74,conventional,2015
2015-03-15,1.35,48607.19,conventional,2015
2015-03-08,1.08,72556.48,conventional,2015
2015-03-01,0.95,54083.87,conventional,2015
2015-02-22,1.31,52872.75,conventional,2015
2015-02-15,1.21,63861.7,conventional,2015
2015-02-08,1.24,52496.61,conventional,2015
2015-02-01,0.94,48422.82,conventional,2015
2015-01-25,1.19,58722.91,conventional,2015
2015-01-18,1.07,64385.9,conventional,2015
2015-01-11,1.03,42379.3,conventional,2015
2015-01-04,0.95,45921.57,conventional,2015
2015-12-27,1.01,577490.5,conventional,2015
2015-12-20,1.01,542059.05,conventional,2015
2015-12-13,1.03,574072.01,conventional,2015
2015-12-06,1.0,500758.99,conventional,2015
2015-11-29,1.07,431502.68,conventional,2015
2015-11-22,1.03,501609.21,conventional,2015
2015-11-15,1.09,580587.77,conventional,2015
2015-11-08,0.98,554939.6,conventional,2015
2015-11-01,1.0,578565.03,conventional,2015
2015-10-25,1.1,496812.93,conventional,2015
2015-10-18,1.03,535275.88,conventional,2015
2015-10-11,1.02,539608.87,conventional,2015
2015-10-04,1.05,504171.61,conventional,2015
2015-09-27,1.1,476539.59,conventional,2015
2015-09-20,1.02,570423.23,conventional,2015
2015-09-13,1.03,634481.27,conventional,2015
2015-09-06,1.07,614942.66,conventional,2015
2015-08-30,1.04,612822.05,conventional,2015
2015-08-23,1.14,568324.22,conventional,2015
2015-08-16,1.03,676086.49,conventional,2015
2015-08-09,1.12,638020.47,conventional,2015
2015-08-02,1.14,627504.75,conventional,2015
2015-07-26,1.1,762154.55,conventional,2015
2015-07-19,1.12,690083.05,conventional,2015
2015-07-12,1.14,715927.19,conventional,2015
2015-07-05,1.13,774585.36,conventional,2015
2015-06-28,1.07,966268.71,conventional,2015
2015-06-21,1.08,780156.36,conventional,2015
2015-06-14,1.12,815016.42,conventional,2015
2015-06-07,1.13,742128.19,conventional,2015
2015-05-31,1.2,725079.29,conventional,2015
2015-05-24,1.15,788587.54,conventional,2015
2015-05-17,1.09,620547.95,conventional,2015
2015-05-10,1.15,737043.24,conventional,2015
2015-05-03,1.05,653682.62,conventional,2015
2015-04-26,1.14,749589.73,conventional,2015
2015-04-19,1.06,717945.69,conventional,2015
2015-04-12,1.11,754073.69,conventional,2015
2015-04-05,1.18,617473.32,conventional,2015
2015-03-29,1.09,845500.49,conventional,2015
2015-03-22,1.04,605211.12,conventional,2015
2015-03-15,1.1,622038.0,conventional,2015
2015-03-08,1.04,824997.37,conventional,2015
2015-03-01,1.02,598713.96,conventional,2015
2015-02-22,1.16,610248.66,conventional,2015
2015-02-15,1.15,650580.44,conventional,2015
2015-02-08,1.07,560633.82,conventional,2015
2015-02-01,0.91,646531.7,conventional,2015
2015-01-25,1.13,617677.34,conventional,2015
2015-01-18,1.08,697090.44,conventional,2015
2015-01-11,1.1,515263.25,conventional,2015
2015-01-04,1.02,537780.56,conventional,2015
2015-12-27,1.16,52172.66,conventional,2015
2015-12-20,1.11,55158.59,conventional,2015
2015-12-13,1.14,52629.91,conventional,2015
2015-12-06,1.1,46803.55,conventional,2015
2015-11-29,1.17,40269.85,conventional,2015
2015-11-22,1.16,49886.79,conventional,2015
2015-11-15,1.09,50823.87,conventional,2015
2015-11-08,1.09,49315.46,conventional,2015
2015-11-01,1.13,50255.22,conventional,2015
2015-10-25,1.11,53876.65,conventional,2015
2015-10-18,0.93,49802.07,conventional,2015
2015-10-11,1.05,55402.42,conventional,2015
2015-10-04,1.16,60166.23,conventional,2015
2015-09-27,1.15,53387.54,conventional,2015
2015-09-20,1.17,54908.16,conventional,2015
2015-09-13,1.07,50518.36,conventional,2015
2015-09-06,1.19,58803.58,conventional,2015
2015-08-30,1.18,59591.72,conventional,2015
2015-08-23,1.1,56436.02,conventional,2015
2015-08-16,1.09,49302.8,conventional,2015
2015-08-09,1.07,57148.33,conventional,2015
2015-08-02,1.1,57808.16,conventional,2015
2015-07-26,1.17,61945.48,conventional,2015
2015-07-19,1.19,66951.32,conventional,2015
2015-07-12,1.17,68899.75,conventional,2015
2015-07-05,1.19,80549.34,conventional,2015
2015-06-28,1.2,73590.72,conventional,2015
2015-06-21,1.19,79455.29,conventional,2015
2015-06-14,1.13,92380.65,conventional,2015
2015-06-07,1.21,85424.65,conventional,2015
2015-05-31,1.22,91399.84,conventional,2015
2015-05-24,1.21,93390.75,conventional,2015
2015-05-17,1.19,86571.14,conventional,2015
2015-05-10,1.19,87226.64,conventional,2015
2015-05-03,1.17,79068.14,conventional,2015
2015-04-26,1.21,70271.11,conventional,2015
2015-04-19,1.17,79210.81,conventional,2015
2015-04-12,1.18,64579.13,conventional,2015
2015-04-05,1.21,68028.0,conventional,2015
2015-03-29,1.14,62385.18,conventional,2015
2015-03-22,1.08,60235.19,conventional,2015
2015-03-15,1.2,74630.51,conventional,2015
2015-03-08,1.15,77675.77,conventional,2015
2015-03-01,1.07,67379.54,conventional,2015
2015-02-22,1.2,74589.1,conventional,2015
2015-02-15,1.22,73264.41,conventional,2015
2015-02-08,1.02,76542.91,conventional,2015
2015-02-01,1.06,70932.74,conventional,2015
2015-01-25,1.17,83379.23,conventional,2015
2015-01-18,1.24,65730.17,conventional,2015
2015-01-11,1.26,64838.42,conventional,2015
2015-01-04,1.05,48952.57,conventional,2015
2015-12-27,1.27,44521.4,conventional,2015
2015-12-20,1.18,46958.69,conventional,2015
2015-12-13,1.24,47235.04,conventional,2015
2015-12-06,1.19,36087.9,conventional,2015
2015-11-29,1.32,37099.33,conventional,2015
2015-11-22,1.27,31693.36,conventional,2015
2015-11-15,1.12,42156.85,conventional,2015
2015-11-08,1.16,43220.27,conventional,2015
2015-11-01,1.16,49489.36,conventional,2015
2015-10-25,1.2,47535.6,conventional,2015
2015-10-18,0.93,45108.78,conventional,2015
2015-10-11,1.38,52442.71,conventional,2015
2015-10-04,1.3,51469.03,conventional,2015
2015-09-27,1.29,46105.98,conventional,2015
2015-09-20,1.25,57606.92,conventional,2015
2015-09-13,1.11,53422.12,conventional,2015
2015-09-06,1.27,54784.25,conventional,2015
2015-08-30,1.26,47188.5,conventional,2015
2015-08-23,1.14,45255.29,conventional,2015
2015-08-16,1.12,52808.59,conventional,2015
2015-08-09,1.12,56845.94,conventional,2015
2015-08-02,1.16,48824.22,conventional,2015
2015-07-26,1.3,55094.92,conventional,2015
2015-07-19,1.32,59063.86,conventional,2015
2015-07-12,1.06,73611.03,conventional,2015
2015-07-05,1.25,71726.72,conventional,2015
2015-06-28,1.27,63988.35,conventional,2015
2015-06-21,1.25,69297.55,conventional,2015
2015-06-14,1.15,72846.84,conventional,2015
2015-06-07,1.29,67534.04,conventional,2015
2015-05-31,1.33,76734.47,conventional,2015
2015-05-24,1.34,80420.66,conventional,2015
2015-05-17,1.2,72312.87,conventional,2015
2015-05-10,1.25,76807.72,conventional,2015
2015-05-03,1.25,69666.09,conventional,2015
2015-04-26,1.36,66780.15,conventional,2015
2015-04-19,1.35,70677.64,conventional,2015
2015-04-12,1.25,64932.26,conventional,2015
2015-04-05,1.33,58950.13,conventional,2015
2015-03-29,1.22,53019.67,conventional,2015
2015-03-22,1.11,56636.95,conventional,2015
2015-03-15,1.4,68370.25,conventional,2015
2015-03-08,1.43,81264.03,conventional,2015
2015-03-01,1.12,59968.22,conventional,2015
2015-02-22,1.38,73550.85,conventional,2015
2015-02-15,1.39,80581.7,conventional,2015
2015-02-08,1.09,68467.05,conventional,2015
2015-02-01,1.32,75877.74,conventional,2015
2015-01-25,1.35,86591.5,conventional,2015
2015-01-18,1.39,64898.32,conventional,2015
2015-01-11,1.38,85049.89,conventional,2015
2015-01-04,1.06,58061.57,conventional,2015
2015-12-27,0.78,140578.89,conventional,2015
2015-12-20,0.75,134472.15,conventional,2015
2015-12-13,0.73,118249.9,conventional,2015
2015-12-06,0.74,123301.75,conventional,2015
2015-11-29,0.79,97740.46,conventional,2015
2015-11-22,0.73,112776.26,conventional,2015
2015-11-15,0.72,131185.34,conventional,2015
2015-11-08,0.75,124311.49,conventional,2015
2015-11-01,0.77,135090.91,conventional,2015
2015-10-25,0.88,101889.59,conventional,2015
2015-10-18,0.9,87942.98,conventional,2015
2015-10-11,0.79,112924.68,conventional,2015
2015-10-04,0.82,128610.3,conventional,2015
2015-09-27,0.86,110005.86,conventional,2015
2015-09-20,0.83,97093.64,conventional,2015
2015-09-13,0.89,128197.69,conventional,2015
2015-09-06,0.89,128398.07,conventional,2015
2015-08-30,0.88,101800.73,conventional,2015
2015-08-23,0.89,97753.82,conventional,2015
2015-08-16,0.92,102019.4,conventional,2015
2015-08-09,0.92,98490.67,conventional,2015
2015-08-02,0.9,93996.27,conventional,2015
2015-07-26,0.79,115646.96,conventional,2015
2015-07-19,0.78,146607.39,conventional,2015
2015-07-12,0.79,129130.78,conventional,2015
2015-07-05,0.79,145201.69,conventional,2015
2015-06-28,0.74,182793.53,conventional,2015
2015-06-21,0.74,165540.77,conventional,2015
2015-06-14,0.62,164984.41,conventional,2015
2015-06-07,0.72,127682.54,conventional,2015
2015-05-31,0.72,119148.01,conventional,2015
2015-05-24,0.83,97641.42,conventional,2015
2015-05-17,0.82,82512.33,conventional,2015
2015-05-10,0.76,119273.42,conventional,2015
2015-05-03,0.74,138113.52,conventional,2015
2015-04-26,0.79,91745.87,conventional,2015
2015-04-19,0.82,112472.41,conventional,2015
2015-04-12,0.79,107051.39,conventional,2015
2015-04-05,0.83,139400.33,conventional,2015
2015-03-29,0.79,128755.71,conventional,2015
2015-03-22,0.8,122875.54,conventional,2015
2015-03-15,0.77,110522.1,conventional,2015
2015-03-08,0.78,135735.59,conventional,2015
2015-03-01,0.87,114118.74,conventional,2015
2015-02-22,0.82,105622.79,conventional,2015
2015-02-15,0.73,120148.78,conventional,2015
2015-02-08,0.7,114519.05,conventional,2015
2015-02-01,0.72,134420.71,conventional,2015
2015-01-25,0.77,120289.18,conventional,2015
2015-01-18,0.77,120280.76,conventional,2015
2015-01-11,0.78,152918.86,conventional,2015
2015-01-04,0.71,115837.55,conventional,2015
2015-12-27,1.04,37857.68,conventional,2015
2015-12-20,1.1,35339.83,conventional,2015
2015-12-13,1.03,39055.62,conventional,2015
2015-12-06,0.92,38650.33,conventional,2015
2015-11-29,1.08,29256.3,conventional,2015
2015-11-22,1.11,32825.44,conventional,2015
2015-11-15,1.08,36598.17,conventional,2015
2015-11-08,0.96,38397.37,conventional,2015
2015-11-01,1.01,40333.83,conventional,2015
2015-10-25,1.02,40696.01,conventional,2015
2015-10-18,0.97,40805.64,conventional,2015
2015-10-11,1.1,35112.95,conventional,2015
2015-10-04,0.98,35118.97,conventional,2015
2015-09-27,1.04,34774.67,conventional,2015
2015-09-20,0.91,41170.1,conventional,2015
2015-09-13,0.87,49656.88,conventional,2015
2015-09-06,1.11,44015.86,conventional,2015
2015-08-30,1.17,41058.35,conventional,2015
2015-08-23,1.22,40101.97,conventional,2015
2015-08-16,1.14,44629.48,conventional,2015
2015-08-09,1.2,40810.6,conventional,2015
2015-08-02,1.21,40114.79,conventional,2015
2015-07-26,1.22,47941.69,conventional,2015
2015-07-19,1.07,46213.29,conventional,2015
2015-07-12,1.05,48250.01,conventional,2015
2015-07-05,1.05,52872.97,conventional,2015
2015-06-28,0.95,62336.52,conventional,2015
2015-06-21,1.03,58792.48,conventional,2015
2015-06-14,1.15,52338.89,conventional,2015
2015-06-07,1.28,48179.03,conventional,2015
2015-05-31,1.37,42933.59,conventional,2015
2015-05-24,1.29,41464.83,conventional,2015
2015-05-17,1.26,39737.03,conventional,2015
2015-05-10,1.06,46168.54,conventional,2015
2015-05-03,1.13,40171.15,conventional,2015
2015-04-26,1.24,41141.09,conventional,2015
2015-04-19,1.08,50565.87,conventional,2015
2015-04-12,1.15,43745.75,conventional,2015
2015-04-05,1.17,40579.11,conventional,2015
2015-03-29,1.09,50118.75,conventional,2015
2015-03-22,1.11,38735.04,conventional,2015
2015-03-15,1.21,41913.69,conventional,2015
2015-03-08,1.07,45811.82,conventional,2015
2015-03-01,1.13,39567.14,conventional,2015
2015-02-22,1.34,37626.92,conventional,2015
2015-02-15,1.3,35774.97,conventional,2015
2015-02-08,0.98,33519.02,conventional,2015
2015-02-01,0.92,41561.14,conventional,2015
2015-01-25,1.06,36954.33,conventional,2015
2015-01-18,1.14,40469.37,conventional,2015
2015-01-11,1.25,33310.48,conventional,2015
2015-01-04,1.02,36485.45,conventional,2015
2015-12-27,0.99,33308.89,conventional,2015
2015-12-20,1.19,26097.27,conventional,2015
2015-12-13,0.96,30390.01,conventional,2015
2015-12-06,1.19,19876.09,conventional,2015
